 250;20
 251;15
 252;22
 253;19
 254;20
 255;18
 256;23
 257;25
 258;22
 259;18
 260;22
 261;24
 262;24
 263;22
 264;21
 265;35
 266;17
 267;27
 268;8
 269;26
 270;18
 271;18
 272;25
 273;33
 274;29
 275;22
 276;16
 277;19
 278;26
 279;21
 280;23
 281;28
 282;23
 283;21
 284;33
 285;20
 286;23
 287;32
 288;21
 289;22
 290;14
 291;27
 292;26
 293;29
 294;33
 295;30
 296;31
 297;19
 298;30
 299;24
 300;18
 301;30
 302;20
 303;34
 304;27
 305;23
 306;30
 307;23
 308;19
 309;28
 310;28
 311;15
 312;23
 313;17
 314;28
 315;21
 316;27
 317;22
 318;29
 319;22
 320;18
 321;23
 322;18
 323;20
 324;23
 325;19
 326;24
 327;25
 328;26
 329;18
 330;26
 331;33
 332;31
 333;26
 334;21
 335;33
 336;23
 337;25
 338;20
 339;28
 340;29
 341;26
 342;25
 343;22
 344;14
 345;34
 346;16
 347;21
 348;25
 349;17
 350;26
 351;20
 352;23
 353;31
 354;22
 355;28
 356;27
 357;25
 358;18
 359;20
 360;24
 361;21
 362;19
 363;23
 364;26
 365;23
 366;24
 367;24
 368;23
 369;19
 370;16
 371;29
 372;27
 373;26
 374;21
 375;28
 376;38
 377;37
 378;27
 379;19
 380;30
 381;21
 382;30
 383;27
 384;27
 385;16
 386;22
 387;29
 388;27
 389;17
 390;29
 391;16
 392;23
 393;22
 394;20
 395;25
 396;24
 397;22
 398;30
 399;26
 400;33
 401;25
 402;16
 403;28
 404;17
 405;19
 406;22
 407;25
 408;17
 409;29
 410;23
 411;24
 412;25
 413;16
 414;20
 415;22
 416;24
 417;28
 418;30
 419;28
 420;25
 421;26
 422;12
 423;21
 424;14
 425;29
 426;21
 427;26
 428;22
 429;28
 430;21
 431;24
 432;23
 433;22
 434;22
 435;22
 436;13
 437;28
 438;28
 439;21
 440;23
 441;35
 442;25
 443;22
 444;31
 445;21
 446;23
 447;21
 448;27
 449;25
 450;20
 451;31
 452;33
 453;25
 454;25
 455;18
 456;20
 457;20
 458;25
 459;25
 460;31
 461;28
 462;17
 463;17
 464;25
 465;26
 466;22
 467;17
 468;31
 469;32
 470;25
 471;27
 472;22
 473;30
 474;29
 475;20
 476;15
 477;15
 478;25
 479;21
 480;27
 481;27
 482;22
 483;31
 484;18
 485;27
 486;17
 487;19
 488;25
 489;22
 490;33
 491;23
 492;24
 493;25
 494;36
 495;19
 496;29
 497;27
 498;35
 499;25
 500;30
 501;21
 502;17
 503;26
 504;19
 505;35
 506;26
 507;24
 508;15
 509;28
 510;26
 511;15
 512;23
 513;17
 514;17
 515;26
 516;29
 517;31
 518;27
 519;27
 520;26
 521;20
 522;21
 523;22
 524;33
 525;21
 526;23
 527;24
 528;29
 529;24
 530;28
 531;27
 532;26
 533;35
 534;23
 535;20
 536;32
 537;13
 538;25
 539;36
 540;26
 541;31
 542;25
 543;24
 544;15
 545;23
 546;31
 547;25
 548;24
 549;18
 550;18
 551;19
 552;12
 553;28
 554;27
 555;26
 556;26
 557;19
 558;29
 559;31
 560;24
 561;22
 562;22
 563;20
 564;20
 565;16
 566;20
 567;23
 568;17
 569;23
 570;27
 571;26
 572;24
 573;26
 574;31
 575;16
 576;20
 577;23
 578;24
 579;22
 580;17
 581;23
 582;20
 583;25
 584;26
 585;26
 586;23
 587;20
 588;29
 589;27
 590;29
 591;23
 592;28
 593;20
 594;22
 595;20
 596;21
 597;20
 598;30
 599;20
 600;27
 601;21
 602;17
 603;31
 604;25
 605;28
 606;25
 607;39
 608;19
 609;20
 610;29
 611;27
 612;24
 613;14
 614;23
 615;17
 616;20
 617;26
 618;22
 619;19
 620;29
 621;20
 622;22
 623;25
 624;24
 625;27
 626;22
 627;22
 628;28
 629;22
 630;25
 631;21
 632;22
 633;19
 634;19
 635;24
 636;23
 637;39
 638;21
 639;32
 640;14
 641;21
 642;24
 643;19
 644;19
 645;28
 646;27
 647;30
 648;24
 649;24
 650;20
 651;24
 652;31
 653;29
 654;22
 655;28
 656;27
 657;19
 658;24
 659;21
 660;17
 661;26
 662;29
 663;24
 664;17
 665;27
 666;27
 667;24
 668;27
 669;25
 670;21
 671;22
 672;26
 673;18
 674;30
 675;27
 676;20
 677;28
 678;23
 679;25
 680;23
 681;19
 682;20
 683;27
 684;20
 685;22
 686;33
 687;32
 688;36
 689;29
 690;22
 691;17
 692;17
 693;24
 694;30
 695;23
 696;28
 697;27
 698;25
 699;30
 700;28
 701;29
 702;19
 703;20
 704;24
 705;18
 706;22
 707;24
 708;17
 709;24
 710;17
 711;26
 712;24
 713;15
 714;29
 715;21
 716;17
 717;24
 718;23
 719;25
 720;37
 721;28
 722;22
 723;23
 724;23
 725;31
 726;20
 727;18
 728;28
 729;27
 730;25
 731;20
 732;27
 733;21
 734;25
 735;20
 736;22
 737;24
 738;25
 739;19
 740;19
 741;27
 742;31
 743;29
 744;24
 745;25
 746;22
 747;32
 748;24
 749;25
 750;33
 751;19
 752;19
 753;22
 754;31
 755;26
 756;26
 757;17
 758;25
 759;30
 760;31
 761;29
 762;19
 763;28
 764;16
 765;33
 766;18
 767;26
 768;17
 769;28
 770;22
 771;36
 772;22
 773;16
 774;29
 775;26
 776;23
 777;18
 778;26
 779;25
 780;23
 781;30
 782;22
 783;25
 784;20
 785;25
 786;17
 787;28
 788;19
 789;19
 790;18
 791;21
 792;23
 793;26
 794;35
 795;21
 796;32
 797;18
 798;18
 799;25
 800;28
 801;25
 802;23
 803;27
 804;24
 805;26
 806;27
 807;17
 808;32
 809;28
 810;31
 811;26
 812;33
 813;21
 814;22
 815;26
 816;26
 817;18
 818;31
 819;25
 820;24
 821;15
 822;23
 823;20
 824;19
 825;21
 826;24
 827;15
 828;24
 829;22
 830;19
 831;19
 832;33
 833;18
 834;23
 835;28
 836;31
 837;27
 838;25
 839;19
 840;26
 841;18
 842;23
 843;28
 844;32
 845;35
 846;21
 847;27
 848;18
 849;22
 850;23
 851;18
 852;19
 853;33
 854;25
 855;23
 856;24
 857;21
 858;26
 859;22
 860;16
 861;20
 862;30
 863;25
 864;26
 865;26
 866;21
 867;27
 868;23
 869;23
 870;24
 871;18
 872;26
 873;27
 874;26
 875;21
 876;21
 877;21
 878;19
 879;14
 880;20
 881;20
 882;29
 883;22
 884;25
 885;26
 886;28
 887;20
 888;28
 889;20
 890;29
 891;24
 892;31
 893;17
 894;23
 895;22
 896;28
 897;16
 898;25
 899;27
 900;25
 901;22
 902;18
 903;21
 904;32
 905;26
 906;30
 907;31
 908;31
 909;20
 910;26
 911;20
 912;25
 913;25
 914;21
 915;26
 916;20
 917;26
 918;22
 919;24
 920;28
 921;17
 922;27
 923;18
 924;17
 925;19
 926;19
 927;20
 928;20
 929;19
 930;29
 931;23
 932;26
 933;16
 934;22
 935;24
 936;18
 937;19
 938;27
 939;24
 940;30
 941;15
 942;28
 943;20
 944;34
 945;17
 946;28
 947;24
 948;30
 949;19
 950;22
 951;22
 952;16
 953;24
 954;23
 955;34
 956;18
 957;29
 958;26
 959;32
 960;23
 961;14
 962;21
 963;25
 964;24
 965;33
 966;29
 967;19
 968;24
 969;21
 970;24
 971;29
 972;21
 973;24
 974;30
 975;26
 976;28
 977;17
 978;17
 979;29
 980;23
 981;23
 982;20
 983;29
 984;28
 985;28
 986;13
 987;14
 988;25
 989;25
 990;14
 991;17
 992;32
 993;25
 994;21
 995;21
 996;22
 997;28
 998;25
 999;30
 1000;36
 1001;30
 1002;23
 1003;31
 1004;29
 1005;21
 1006;27
 1007;27
 1008;16
 1009;32
 1010;22
 1011;24
 1012;27
 1013;22
 1014;25
 1015;18
 1016;23
 1017;20
 1018;28
 1019;16
 1020;20
 1021;30
 1022;25
 1023;19
